current_path,proposed_new_path,category,size_mb,reason,compression_recommendation,safe_delete_after_backup
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_interactionli_vif_tablosu.csv,archive_full/reports/2022_table_5_lasso_interactionli_vif_tablosu.csv,validation_artifact,0.0019,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_interactionli_vif_tablosu.txt,archive_full/reports/2022_table_5_lasso_interactionli_vif_tablosu.txt,validation_artifact,0.0006,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_ozet_metrikleri.csv,archive_full/reports/2022_table_5_lasso_ozet_metrikleri.csv,validation_artifact,0.0009,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_ozet_metrikleri.txt,archive_full/reports/2022_table_5_lasso_ozet_metrikleri.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_secilen_interactionlar.csv,archive_full/reports/2022_table_5_lasso_secilen_interactionlar.csv,validation_artifact,0.0015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_lasso_secilen_interactionlar.txt,archive_full/reports/2022_table_5_lasso_secilen_interactionlar.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_model_diyagnostik.csv,archive_full/reports/2022_table_5_model_diyagnostik.csv,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_ols_ozeti.txt,archive_full/reports/2022_table_5_ols_ozeti.txt,validation_artifact,0.0023,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_5_ols_regresyon_tablosu.csv,validation_artifact,0.0014,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_standardizasyon_bazlari.csv,archive_full/reports/2022_table_5_standardizasyon_bazlari.csv,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_vif_tablosu.csv,archive_full/reports/2022_table_5_vif_tablosu.csv,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_5_vif_tablosu.txt,archive_full/reports/2022_table_5_vif_tablosu.txt,validation_artifact,0.0004,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_cdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_6_lasso_final_cdd_marjinal_etki_aylik.csv,validation_artifact,0.0044,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_cdd_marjinal_etki_aylik.txt,archive_full/reports/2022_table_6_lasso_final_cdd_marjinal_etki_aylik.txt,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,archive_full/reports/2022_table_6_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,validation_artifact,0.0147,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,archive_full/reports/2022_table_6_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_elastic_net_diyagnostik.csv,archive_full/reports/2022_table_6_lasso_final_elastic_net_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_elastic_net_diyagnostik.txt,archive_full/reports/2022_table_6_lasso_final_elastic_net_diyagnostik.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_elastic_net_katsayilari.csv,archive_full/reports/2022_table_6_lasso_final_elastic_net_katsayilari.csv,validation_artifact,0.0029,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_elastic_net_katsayilari.txt,archive_full/reports/2022_table_6_lasso_final_elastic_net_katsayilari.txt,validation_artifact,0.0014,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_hdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_6_lasso_final_hdd_marjinal_etki_aylik.csv,validation_artifact,0.0046,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_hdd_marjinal_etki_aylik.txt,archive_full/reports/2022_table_6_lasso_final_hdd_marjinal_etki_aylik.txt,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.csv,archive_full/reports/2022_table_6_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.csv,validation_artifact,0.0146,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.txt,archive_full/reports/2022_table_6_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.txt,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_model_diyagnostik.csv,archive_full/reports/2022_table_6_lasso_final_model_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_model_diyagnostik.txt,archive_full/reports/2022_table_6_lasso_final_model_diyagnostik.txt,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ols_ozeti.txt,archive_full/reports/2022_table_6_lasso_final_ols_ozeti.txt,validation_artifact,0.004,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_6_lasso_final_ols_regresyon_tablosu.csv,validation_artifact,0.0044,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ols_regresyon_tablosu.txt,archive_full/reports/2022_table_6_lasso_final_ols_regresyon_tablosu.txt,validation_artifact,0.002,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ridge_diyagnostik.csv,archive_full/reports/2022_table_6_lasso_final_ridge_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ridge_diyagnostik.txt,archive_full/reports/2022_table_6_lasso_final_ridge_diyagnostik.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ridge_katsayilari.csv,archive_full/reports/2022_table_6_lasso_final_ridge_katsayilari.csv,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_ridge_katsayilari.txt,archive_full/reports/2022_table_6_lasso_final_ridge_katsayilari.txt,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_standardizasyon_bazlari.csv,archive_full/reports/2022_table_6_lasso_final_standardizasyon_bazlari.csv,validation_artifact,0.0052,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_tasarim_degisenleri.csv,archive_full/reports/2022_table_6_lasso_final_tasarim_degisenleri.csv,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_vif_tablosu.csv,archive_full/reports/2022_table_6_lasso_final_vif_tablosu.csv,validation_artifact,0.0027,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_final_vif_tablosu.txt,archive_full/reports/2022_table_6_lasso_final_vif_tablosu.txt,validation_artifact,0.0009,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interaction_adaylari.csv,archive_full/reports/2022_table_6_lasso_interaction_adaylari.csv,validation_artifact,0.0067,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interaction_adaylari.txt,archive_full/reports/2022_table_6_lasso_interaction_adaylari.txt,validation_artifact,0.0038,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_model_diyagnostik.csv,archive_full/reports/2022_table_6_lasso_interactionli_model_diyagnostik.csv,validation_artifact,0.0014,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_ols_ozeti.txt,archive_full/reports/2022_table_6_lasso_interactionli_ols_ozeti.txt,validation_artifact,0.0032,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_6_lasso_interactionli_ols_regresyon_tablosu.csv,validation_artifact,0.004,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_standardizasyon_bazlari.csv,archive_full/reports/2022_table_6_lasso_interactionli_standardizasyon_bazlari.csv,validation_artifact,0.0023,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_vif_tablosu.csv,archive_full/reports/2022_table_6_lasso_interactionli_vif_tablosu.csv,validation_artifact,0.0023,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_interactionli_vif_tablosu.txt,archive_full/reports/2022_table_6_lasso_interactionli_vif_tablosu.txt,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_ozet_metrikleri.csv,archive_full/reports/2022_table_6_lasso_ozet_metrikleri.csv,validation_artifact,0.001,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_ozet_metrikleri.txt,archive_full/reports/2022_table_6_lasso_ozet_metrikleri.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_secilen_interactionlar.csv,archive_full/reports/2022_table_6_lasso_secilen_interactionlar.csv,validation_artifact,0.0015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_lasso_secilen_interactionlar.txt,archive_full/reports/2022_table_6_lasso_secilen_interactionlar.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_model_diyagnostik.csv,archive_full/reports/2022_table_6_model_diyagnostik.csv,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_ols_ozeti.txt,archive_full/reports/2022_table_6_ols_ozeti.txt,validation_artifact,0.0024,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_6_ols_regresyon_tablosu.csv,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_standardizasyon_bazlari.csv,archive_full/reports/2022_table_6_standardizasyon_bazlari.csv,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_vif_tablosu.csv,archive_full/reports/2022_table_6_vif_tablosu.csv,validation_artifact,0.0008,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_6_vif_tablosu.txt,archive_full/reports/2022_table_6_vif_tablosu.txt,validation_artifact,0.0004,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_cdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_7_lasso_final_cdd_marjinal_etki_aylik.csv,validation_artifact,0.0045,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_cdd_marjinal_etki_aylik.txt,archive_full/reports/2022_table_7_lasso_final_cdd_marjinal_etki_aylik.txt,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,archive_full/reports/2022_table_7_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,validation_artifact,0.015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,archive_full/reports/2022_table_7_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_elastic_net_diyagnostik.csv,archive_full/reports/2022_table_7_lasso_final_elastic_net_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_elastic_net_diyagnostik.txt,archive_full/reports/2022_table_7_lasso_final_elastic_net_diyagnostik.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_elastic_net_katsayilari.csv,archive_full/reports/2022_table_7_lasso_final_elastic_net_katsayilari.csv,validation_artifact,0.0026,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_elastic_net_katsayilari.txt,archive_full/reports/2022_table_7_lasso_final_elastic_net_katsayilari.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_hdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_7_lasso_final_hdd_marjinal_etki_aylik.csv,validation_artifact,0.0048,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_hdd_marjinal_etki_aylik.txt,archive_full/reports/2022_table_7_lasso_final_hdd_marjinal_etki_aylik.txt,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.csv,archive_full/reports/2022_table_7_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.csv,validation_artifact,0.015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.txt,archive_full/reports/2022_table_7_lasso_final_hdd_marjinal_etki_bilesenleri_aylik.txt,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_model_diyagnostik.csv,archive_full/reports/2022_table_7_lasso_final_model_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_model_diyagnostik.txt,archive_full/reports/2022_table_7_lasso_final_model_diyagnostik.txt,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ols_ozeti.txt,archive_full/reports/2022_table_7_lasso_final_ols_ozeti.txt,validation_artifact,0.0037,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_7_lasso_final_ols_regresyon_tablosu.csv,validation_artifact,0.0042,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ols_regresyon_tablosu.txt,archive_full/reports/2022_table_7_lasso_final_ols_regresyon_tablosu.txt,validation_artifact,0.0018,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ridge_diyagnostik.csv,archive_full/reports/2022_table_7_lasso_final_ridge_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ridge_diyagnostik.txt,archive_full/reports/2022_table_7_lasso_final_ridge_diyagnostik.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ridge_katsayilari.csv,archive_full/reports/2022_table_7_lasso_final_ridge_katsayilari.csv,validation_artifact,0.0026,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_ridge_katsayilari.txt,archive_full/reports/2022_table_7_lasso_final_ridge_katsayilari.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_standardizasyon_bazlari.csv,archive_full/reports/2022_table_7_lasso_final_standardizasyon_bazlari.csv,validation_artifact,0.0045,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_tasarim_degisenleri.csv,archive_full/reports/2022_table_7_lasso_final_tasarim_degisenleri.csv,validation_artifact,0.0006,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_vif_tablosu.csv,archive_full/reports/2022_table_7_lasso_final_vif_tablosu.csv,validation_artifact,0.0025,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_final_vif_tablosu.txt,archive_full/reports/2022_table_7_lasso_final_vif_tablosu.txt,validation_artifact,0.0008,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interaction_adaylari.csv,archive_full/reports/2022_table_7_lasso_interaction_adaylari.csv,validation_artifact,0.0068,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interaction_adaylari.txt,archive_full/reports/2022_table_7_lasso_interaction_adaylari.txt,validation_artifact,0.0038,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_model_diyagnostik.csv,archive_full/reports/2022_table_7_lasso_interactionli_model_diyagnostik.csv,validation_artifact,0.0014,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_ols_ozeti.txt,archive_full/reports/2022_table_7_lasso_interactionli_ols_ozeti.txt,validation_artifact,0.0029,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_7_lasso_interactionli_ols_regresyon_tablosu.csv,validation_artifact,0.0034,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_standardizasyon_bazlari.csv,archive_full/reports/2022_table_7_lasso_interactionli_standardizasyon_bazlari.csv,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_vif_tablosu.csv,archive_full/reports/2022_table_7_lasso_interactionli_vif_tablosu.csv,validation_artifact,0.0018,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_interactionli_vif_tablosu.txt,archive_full/reports/2022_table_7_lasso_interactionli_vif_tablosu.txt,validation_artifact,0.0006,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_ozet_metrikleri.csv,archive_full/reports/2022_table_7_lasso_ozet_metrikleri.csv,validation_artifact,0.001,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_ozet_metrikleri.txt,archive_full/reports/2022_table_7_lasso_ozet_metrikleri.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_secilen_interactionlar.csv,archive_full/reports/2022_table_7_lasso_secilen_interactionlar.csv,validation_artifact,0.0014,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_lasso_secilen_interactionlar.txt,archive_full/reports/2022_table_7_lasso_secilen_interactionlar.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_model_diyagnostik.csv,archive_full/reports/2022_table_7_model_diyagnostik.csv,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_ols_ozeti.txt,archive_full/reports/2022_table_7_ols_ozeti.txt,validation_artifact,0.0023,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_ols_regresyon_tablosu.csv,archive_full/reports/2022_table_7_ols_regresyon_tablosu.csv,validation_artifact,0.0015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_standardizasyon_bazlari.csv,archive_full/reports/2022_table_7_standardizasyon_bazlari.csv,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_vif_tablosu.csv,archive_full/reports/2022_table_7_vif_tablosu.csv,validation_artifact,0.0007,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_7_vif_tablosu.txt,archive_full/reports/2022_table_7_vif_tablosu.txt,validation_artifact,0.0004,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_cdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_8_lasso_final_cdd_marjinal_etki_aylik.csv,validation_artifact,0.0044,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_cdd_marjinal_etki_aylik.txt,archive_full/reports/2022_table_8_lasso_final_cdd_marjinal_etki_aylik.txt,validation_artifact,0.0017,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,archive_full/reports/2022_table_8_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.csv,validation_artifact,0.015,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,archive_full/reports/2022_table_8_lasso_final_cdd_marjinal_etki_bilesenleri_aylik.txt,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_elastic_net_diyagnostik.csv,archive_full/reports/2022_table_8_lasso_final_elastic_net_diyagnostik.csv,validation_artifact,0.0013,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_elastic_net_diyagnostik.txt,archive_full/reports/2022_table_8_lasso_final_elastic_net_diyagnostik.txt,validation_artifact,0.0005,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_elastic_net_katsayilari.csv,archive_full/reports/2022_table_8_lasso_final_elastic_net_katsayilari.csv,validation_artifact,0.0028,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_elastic_net_katsayilari.txt,archive_full/reports/2022_table_8_lasso_final_elastic_net_katsayilari.txt,validation_artifact,0.0012,report or validation artifact kept in full archive only,not_needed,no
C:\Users\Monster\OneDrive\Masaüstü\proje2\outputs\reports\2022_table_8_lasso_final_hdd_marjinal_etki_aylik.csv,archive_full/reports/2022_table_8_lasso_final_hdd_marjinal_etki_aylik.csv,validation_artifact,0.0047,report or validation artifact kept in full archive only,not_needed,no
